1,0.138514,11.7747,6.4,6.4,
0,0,0,0,0,
1,0.0337957,3.02851,3.2,3.2,
1,0.642454,14.1467,8.8,8.8,
1,0.146723,3.50317,3.2,3.2,
0,0,0,0,0,
1,0.508848,6.30228,4.8,4.8,
1,0.302635,4.32716,4,4,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
1,0.525054,8.24684,5.6,5.6,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
1,0.472825,8.16424,7.2,7.2,
1,0.548434,8.58805,8,8,
1,0.0980832,2.5498,3.2,3.2,
0,0,0,0,0,
0,0,0,0,0,
1,0.513821,8.12852,5.6,5.6,
0,0,0,0,0,
1,0.518321,7.04072,4.8,4.8,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
1,0.111412,11.5133,6.4,6.4,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
1,0.371392,11.8443,6.4,6.4,
0,0,0,0,0,
1,0.295517,10.166,6.4,6.4,
0,0,0,0,0,
1,0.109995,3.12019,3.2,3.2,
0,0,0,0,0,
1,0.414596,3.93161,4,4,
1,0.495006,7.43429,8,8,
1,0.267929,5.93425,4.8,4.8,
0,0,0,0,0,
1,0.148924,6.8664,5.6,5.6,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
1,0.531319,4.9464,4,4,
0,0,0,0,0,
1,0.0852405,4.84687,4,4,
1,0.352155,8.02131,5.6,5.6,
1,0.362596,10.7074,6.4,6.4,
1,0.225447,11.1691,6.4,6.4,
1,0.411452,7.89199,5.6,5.6,
0,0,0,0,0,
0,0,0,0,0,
1,0.161698,4.6764,4.8,4.8,
1,0.36024,6.47075,4.8,4.8,
0,0,0,0,0,
0,0,0,0,0,
1,0.23383,5.2209,5.6,5.6,
0,0,0,0,0,
1,0.211542,8.66251,8,8,
1,0.253709,9.35128,5.6,5.6,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
1,0.169142,3.50317,3.2,3.2,
1,0.360075,5.31789,6.4,6.4,
1,0.273691,10.6323,6.4,6.4,
1,0.456725,10.035,7.2,7.2,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
1,0.661587,8.50639,5.6,5.6,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
1,0.155246,9.03488,5.6,5.6,
1,0.279206,10.5745,6.4,6.4,
1,0.111773,4.44116,4,4,
1,0.402643,5.66935,5.6,5.6,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
1,0.241319,6.62128,4.8,4.8,
1,0.500295,10.0924,6.4,6.4,
