0,0,0,0,0,
1,0.663062,4.17384,13.166,13.166,
1,0.606346,5.99898,12.8301,12.8301,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
1,0.512169,4.29418,13.684,13.684,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
1,0.53896,6.014,7.49605,7.49605,
1,0.515096,6.30835,20.9923,20.9923,
1,0.527317,5.56323,7.9628,7.9628,
0,0,0,0,0,
1,0.544092,4.77135,12.2166,12.2166,
1,0.523868,7.03761,23.1317,23.1317,
1,0.532909,11.0718,28.4165,28.4165,
1,0.549757,15.0618,32.5163,32.5163,
1,0.55066,13.607,23.3075,23.3075,
0,0,0,0,0,
1,0.521592,9.00386,16.1216,16.1216,
0,0,0,0,0,
0,0,0,0,0,
1,0.509007,4.29056,13.5186,13.5186,
0,0,0,0,0,
1,0.554653,5.74852,12.1252,12.1252,
0,0,0,0,0,
0,0,0,0,0,
1,0.524334,4.72514,6.27902,6.27902,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
1,0.557702,6.6831,10.9852,10.9852,
1,0.527955,10.288,32.736,32.736,
1,0.521605,9.33519,27.9651,27.9651,
1,0.535458,14.0331,21.7512,21.7512,
0,0,0,0,0,
1,0.590437,7.36268,24.5198,24.5198,
1,0.547989,10.9616,35.0505,35.0505,
1,0.552009,10.7921,32.6194,32.6194,
1,0.506976,4.81892,15.9681,15.9681,
0,0,0,0,0,
1,0.618877,9.72833,26.1803,26.1803,
1,0.5108,4.41194,5.48637,5.48637,
1,0.536694,5.39045,10.407,10.407,
1,0.530695,5.85652,9.62836,9.62836,
1,0.528844,6.8008,18.7473,18.7473,
1,0.542945,7.2801,14.6298,14.6298,
0,0,0,0,0,
0,0,0,0,0,
1,0.539204,3.11627,10.0762,10.0762,
0,0,0,0,0,
0,0,0,0,0,
1,0.520261,5.96722,7.5611,7.5611,
1,0.530081,3.95965,13.1071,13.1071,
1,0.527856,7.71242,25.5383,25.5383,
1,0.517178,3.84019,7.5313,7.5313,
0,0,0,0,0,
1,0.525702,6.47676,20.9744,20.9744,
0,0,0,0,0,
1,0.529691,8.6979,28.4256,28.4256,
1,0.609293,6.85276,22.8195,22.8195,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
1,0.548686,6.90894,20.9945,20.9945,
0,0,0,0,0,
0,0,0,0,0,
1,0.513272,6.51095,9.4117,9.4117,
0,0,0,0,0,
1,0.571943,3.74562,12.4787,12.4787,
1,0.520803,3.6398,11.7159,11.7159,
0,0,0,0,0,
1,0.517197,5.78773,7.41704,7.41704,
0,0,0,0,0,
0,0,0,0,0,
1,0.588851,9.91326,32.7449,32.7449,
1,0.55076,3.26884,10.5872,10.5872,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
1,0.553342,11.1614,36.0388,36.0388,
1,0.519902,3.35153,11.171,11.171,
1,0.535202,7.42381,24.5688,24.5688,
1,0.551161,5.81895,9.8028,9.8028,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
1,0.581442,9.88062,31.4118,31.4118,
1,0.523326,10.601,32.4735,32.4735,
1,0.522612,4.5983,6.20805,6.20805,
0,0,0,0,0,
0,0,0,0,0,
1,0.545009,6.51783,21.3259,21.3259,
1,0.513473,5.06711,16.7326,16.7326,
1,0.510962,3.58373,11.9255,11.9255,
1,0.508639,4.52216,14.409,14.409,
