0,0,0,0,0,
1,0.370709,3.9532,3.09528,3.09528,
1,0.492486,5.94987,3.92352,3.92352,
0,0,0,0,0,
1,0.458571,7.53622,6.51991,6.51991,
1,0.384784,6.64516,4.20759,19.0173,
1,0.369113,6.9967,12.2255,12.2255,
1,0.386722,9.67315,4.78756,4.78756,
0,0,0,0,0,
1,0.292147,4.10529,3.28986,3.28986,
1,0.506781,8.15085,6.50819,6.50819,
1,0.52233,7.95895,17.1374,17.1374,
0,0,0,0,0,
1,0.15442,3.1503,2.88226,2.88226,
1,0.284583,6.29784,3.71138,3.71138,
1,0.50531,5.08965,3.45695,3.45695,
0,0,0,0,0,
1,0.258507,4.5683,3.34339,3.34339,
1,0.504716,6.93987,4.31227,8.54641,
1,0.521155,10.3252,10.9493,10.9493,
1,0.490902,10.355,22.0071,22.0071,
1,0.54723,9.69508,13.8409,20.1658,
1,0.516141,11.1615,5.71481,5.71481,
1,0.496793,7.53727,8.61425,13.0494,
0,0,0,0,0,
0,0,0,0,0,
1,0.192825,4.0559,3.25547,3.25547,
1,0.366588,7.73332,12.4291,12.4291,
1,0.241074,3.93875,3.20994,3.20994,
1,0.505669,6.47431,4.15683,4.15683,
1,0.508282,10.7885,5.59089,5.59089,
1,0.502611,4.28404,3.37428,3.37428,
0,0,0,0,0,
1,0.27452,8.77565,4.92217,4.92217,
1,0.215164,5.93079,3.94334,3.94334,
1,0.178751,4.79883,3.55345,3.55345,
1,0.279641,9.821,5.26946,5.26946,
1,0.296039,8.39014,4.79409,4.79409,
1,0.336701,9.22541,5.07159,5.07159,
1,0.367059,5.46481,3.74073,3.74073,
1,0.434061,7.35609,4.45055,4.45055,
1,0.414781,10.5152,5.49278,11.0791,
0,0,0,0,0,
1,0.267243,4.79099,3.52262,3.52262,
1,0.506853,8.65935,7.18966,7.18966,
1,0.313375,8.75446,4.91513,4.91513,
1,0.180079,3.74759,3.15468,3.15468,
1,0.242394,5.22279,3.34165,3.34165,
1,0.24079,4.9893,3.53757,3.53757,
1,0.215043,5.92522,3.92794,3.92794,
1,0.21246,5.5893,3.82253,3.82253,
1,0.395409,8.96659,4.9856,10.3379,
0,0,0,0,0,
0,0,0,0,0,
1,0.508369,9.10971,7.41531,7.41531,
1,0.505155,7.97435,4.65595,4.65595,
1,0.356833,3.17221,2.90788,2.90788,
1,0.149937,3.93479,3.23902,3.23902,
1,0.502946,7.66179,4.55211,4.55211,
1,0.369332,3.75954,3.15106,3.15106,
1,0.509389,9.86167,13.2495,13.2495,
1,0.296037,6.29278,4.08067,4.08067,
1,0.338469,7.88659,4.6268,4.6268,
1,0.515644,8.52865,20.1421,24.9422,
1,0.326151,6.84652,4.18103,4.18103,
0,0,0,0,0,
1,0.465928,9.31097,4.94929,4.94929,
1,0.511057,9.40171,4.92134,4.92134,
1,0.389655,6.59836,4.18018,4.18018,
1,0.340932,7.43645,7.58331,14.2527,
1,0.270579,5.12037,3.67021,3.67021,
1,0.17249,4.32465,3.14685,3.14685,
1,0.413454,9.87505,9.88341,19.0625,
1,0.182333,3.74395,3.03313,3.03313,
1,0.18111,3.51968,2.96462,2.96462,
1,0.506246,5.33202,3.6395,3.6395,
1,0.26203,3.42581,2.73672,2.73672,
1,0.51572,8.19747,4.65276,4.65276,
1,0.477756,6.06665,4.00364,4.00364,
1,0.511684,9.82395,5.27044,5.27044,
1,0.519915,3.17895,2.89266,2.89266,
0,0,0,0,0,
1,0.370913,10.9745,5.65269,5.65269,
1,0.393373,8.80911,6.58769,6.58769,
0,0,0,0,0,
1,0.19552,3.35399,2.97727,2.97727,
1,0.504017,7.37064,4.35864,4.35864,
1,0.506197,5.6413,3.76486,3.76486,
1,0.508092,7.55701,4.5173,4.5173,
1,0.317988,9.59316,5.37041,5.37041,
1,0.2516,10.5195,5.50152,5.50152,
1,0.505204,9.42404,4.68195,4.68195,
1,0.224167,10.3422,5.43809,5.43809,
1,0.236241,4.26243,3.35695,3.35695,
1,0.502797,5.86753,3.83032,3.83032,
1,0.380619,9.91552,5.30086,5.30086,
1,0.50703,6.40041,3.9379,3.9379,
1,0.502641,5.01984,3.63881,3.63881,
1,0.501729,3.57792,3.01001,3.01001,
1,0.50273,4.32314,3.34326,3.34326,
